ID	Individual	EXPERIMENT	RUN	FASTQ_URI	Factor_Value_disease	Factor_Value_cell_type
HP1502401_E3	HP1502401	ERX1700552	ERR1630219	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630219/ERR1630219.fastq.gz	normal	delta cell
HP1502401_E5	HP1502401	ERX1700554	ERR1630221	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630221/ERR1630221.fastq.gz	normal	gamma cell
HP1502401_E6	HP1502401	ERX1700555	ERR1630222	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630222/ERR1630222.fastq.gz	normal	alpha cell
HP1502401_E7	HP1502401	ERX1700556	ERR1630223	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630223/ERR1630223.fastq.gz	normal	gamma cell
HP1502401_E9	HP1502401	ERX1700558	ERR1630225	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630225/ERR1630225.fastq.gz	normal	delta cell
HP1502401_F10	HP1502401	ERX1700560	ERR1630227	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630227/ERR1630227.fastq.gz	normal	alpha cell
HP1502401_F11	HP1502401	ERX1700561	ERR1630228	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630228/ERR1630228.fastq.gz	normal	delta cell
HP1502401_F12	HP1502401	ERX1700562	ERR1630229	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630229/ERR1630229.fastq.gz	normal	alpha cell
HP1502401_F13	HP1502401	ERX1700563	ERR1630230	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630230/ERR1630230.fastq.gz	normal	acinar cell
HP1502401_F15	HP1502401	ERX1700565	ERR1630232	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630232/ERR1630232.fastq.gz	normal	gamma cell
HP1502401_F16	HP1502401	ERX1700566	ERR1630233	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630233/ERR1630233.fastq.gz	normal	beta cell
HP1502401_F17	HP1502401	ERX1700567	ERR1630234	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630234/ERR1630234.fastq.gz	normal	gamma cell
HP1502401_F18	HP1502401	ERX1700568	ERR1630235	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630235/ERR1630235.fastq.gz	normal	gamma cell
HP1502401_F19	HP1502401	ERX1700569	ERR1630236	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630236/ERR1630236.fastq.gz	normal	alpha cell
HP1502401_F20	HP1502401	ERX1700571	ERR1630238	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630238/ERR1630238.fastq.gz	normal	alpha cell
HP1502401_F21	HP1502401	ERX1700572	ERR1630239	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630239/ERR1630239.fastq.gz	normal	beta cell
HP1502401_F22	HP1502401	ERX1700573	ERR1630240	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630240/ERR1630240.fastq.gz	normal	beta cell
HP1502401_F23	HP1502401	ERX1700574	ERR1630241	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630241/ERR1630241.fastq.gz	normal	alpha cell
HP1502401_F24	HP1502401	ERX1700575	ERR1630242	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630242/ERR1630242.fastq.gz	normal	beta cell
HP1502401_F4	HP1502401	ERX1700577	ERR1630244	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630244/ERR1630244.fastq.gz	normal	alpha cell
HP1502401_F9	HP1502401	ERX1700582	ERR1630249	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630249/ERR1630249.fastq.gz	normal	beta cell
HP1502401_G10	HP1502401	ERX1700584	ERR1630251	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630251/ERR1630251.fastq.gz	normal	alpha cell
HP1502401_G11	HP1502401	ERX1700585	ERR1630252	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630252/ERR1630252.fastq.gz	normal	gamma cell
HP1502401_G12	HP1502401	ERX1700586	ERR1630253	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630253/ERR1630253.fastq.gz	normal	gamma cell
HP1502401_G14	HP1502401	ERX1700587	ERR1630254	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630254/ERR1630254.fastq.gz	normal	beta cell
HP1502401_G18	HP1502401	ERX1700591	ERR1630258	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630258/ERR1630258.fastq.gz	normal	acinar cell
HP1502401_G20	HP1502401	ERX1700594	ERR1630261	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630261/ERR1630261.fastq.gz	normal	delta cell
HP1502401_G21	HP1502401	ERX1700595	ERR1630262	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630262/ERR1630262.fastq.gz	normal	unclassified endocrine cell
HP1502401_G22	HP1502401	ERX1700596	ERR1630263	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630263/ERR1630263.fastq.gz	normal	beta cell
HP1502401_G23	HP1502401	ERX1700597	ERR1630264	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630264/ERR1630264.fastq.gz	normal	ductal cell
HP1502401_G24	HP1502401	ERX1700598	ERR1630265	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630265/ERR1630265.fastq.gz	normal	beta cell
HP1502401_G3	HP1502401	ERX1700599	ERR1630266	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630266/ERR1630266.fastq.gz	normal	delta cell
HP1502401_G4	HP1502401	ERX1700600	ERR1630267	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630267/ERR1630267.fastq.gz	normal	beta cell
HP1502401_G5	HP1502401	ERX1700601	ERR1630268	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630268/ERR1630268.fastq.gz	normal	beta cell
HP1502401_G6	HP1502401	ERX1700602	ERR1630269	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630269/ERR1630269.fastq.gz	normal	beta cell
HP1502401_G7	HP1502401	ERX1700603	ERR1630270	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630270/ERR1630270.fastq.gz	normal	alpha cell
HP1502401_G8	HP1502401	ERX1700604	ERR1630271	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630271/ERR1630271.fastq.gz	normal	alpha cell
HP1502401_H1	HP1502401	ERX1700606	ERR1630273	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630273/ERR1630273.fastq.gz	normal	alpha cell
HP1502401_H11	HP1502401	ERX1700608	ERR1630275	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630275/ERR1630275.fastq.gz	normal	beta cell
HP1502401_H12	HP1502401	ERX1700609	ERR1630276	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630276/ERR1630276.fastq.gz	normal	beta cell
HP1502401_H13	HP1502401	ERX1700610	ERR1630277	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630277/ERR1630277.fastq.gz	normal	gamma cell
HP1502401_H14	HP1502401	ERX1700611	ERR1630278	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630278/ERR1630278.fastq.gz	normal	alpha cell
HP1502401_H15	HP1502401	ERX1700612	ERR1630279	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630279/ERR1630279.fastq.gz	normal	alpha cell
HP1502401_H16	HP1502401	ERX1700613	ERR1630280	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630280/ERR1630280.fastq.gz	normal	alpha cell
HP1502401_H18	HP1502401	ERX1700615	ERR1630282	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630282/ERR1630282.fastq.gz	normal	PSC cell
HP1502401_H19	HP1502401	ERX1700616	ERR1630283	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630283/ERR1630283.fastq.gz	normal	beta cell
HP1502401_H2	HP1502401	ERX1700617	ERR1630284	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630284/ERR1630284.fastq.gz	normal	alpha cell
HP1502401_H20	HP1502401	ERX1700618	ERR1630285	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630285/ERR1630285.fastq.gz	normal	alpha cell
HP1502401_H21	HP1502401	ERX1700619	ERR1630286	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630286/ERR1630286.fastq.gz	normal	ductal cell
HP1502401_H22	HP1502401	ERX1700620	ERR1630287	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630287/ERR1630287.fastq.gz	normal	beta cell
HP1502401_H23	HP1502401	ERX1700621	ERR1630288	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630288/ERR1630288.fastq.gz	normal	ductal cell
HP1502401_H24	HP1502401	ERX1700622	ERR1630289	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630289/ERR1630289.fastq.gz	normal	alpha cell
HP1502401_H3	HP1502401	ERX1700623	ERR1630290	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630290/ERR1630290.fastq.gz	normal	alpha cell
HP1502401_H4	HP1502401	ERX1700624	ERR1630291	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630291/ERR1630291.fastq.gz	normal	alpha cell
HP1502401_H5	HP1502401	ERX1700625	ERR1630292	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630292/ERR1630292.fastq.gz	normal	alpha cell
HP1502401_H6	HP1502401	ERX1700626	ERR1630293	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630293/ERR1630293.fastq.gz	normal	delta cell
HP1502401_H7	HP1502401	ERX1700627	ERR1630294	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630294/ERR1630294.fastq.gz	normal	alpha cell
HP1502401_H8	HP1502401	ERX1700628	ERR1630295	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630295/ERR1630295.fastq.gz	normal	alpha cell
HP1502401_I1	HP1502401	ERX1700630	ERR1630297	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630297/ERR1630297.fastq.gz	normal	alpha cell
HP1502401_I12	HP1502401	ERX1700633	ERR1630300	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630300/ERR1630300.fastq.gz	normal	endothelial cell
HP1502401_I14	HP1502401	ERX1700634	ERR1630301	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630301/ERR1630301.fastq.gz	normal	acinar cell
HP1502401_I15	HP1502401	ERX1700635	ERR1630302	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630302/ERR1630302.fastq.gz	normal	alpha cell
HP1502401_I16	HP1502401	ERX1700636	ERR1630303	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630303/ERR1630303.fastq.gz	normal	alpha cell
HP1502401_I18	HP1502401	ERX1700638	ERR1630305	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630305/ERR1630305.fastq.gz	normal	alpha cell
HP1502401_I19	HP1502401	ERX1700639	ERR1630306	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630306/ERR1630306.fastq.gz	normal	unclassified endocrine cell
HP1502401_I2	HP1502401	ERX1700640	ERR1630307	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630307/ERR1630307.fastq.gz	normal	ductal cell
HP1502401_I21	HP1502401	ERX1700642	ERR1630309	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630309/ERR1630309.fastq.gz	normal	ductal cell
HP1502401_I22	HP1502401	ERX1700643	ERR1630310	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630310/ERR1630310.fastq.gz	normal	alpha cell
HP1502401_I23	HP1502401	ERX1700644	ERR1630311	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630311/ERR1630311.fastq.gz	normal	alpha cell
HP1502401_I24	HP1502401	ERX1700645	ERR1630312	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630312/ERR1630312.fastq.gz	normal	beta cell
HP1502401_I4	HP1502401	ERX1700647	ERR1630314	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630314/ERR1630314.fastq.gz	normal	alpha cell
HP1502401_I6	HP1502401	ERX1700649	ERR1630316	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630316/ERR1630316.fastq.gz	normal	beta cell
HP1502401_I7	HP1502401	ERX1700650	ERR1630317	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630317/ERR1630317.fastq.gz	normal	delta cell
HP1502401_I8	HP1502401	ERX1700651	ERR1630318	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630318/ERR1630318.fastq.gz	normal	gamma cell
HP1502401_I9	HP1502401	ERX1700652	ERR1630319	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630319/ERR1630319.fastq.gz	normal	delta cell
HP1502401_J1	HP1502401	ERX1700653	ERR1630320	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630320/ERR1630320.fastq.gz	normal	alpha cell
HP1502401_J10	HP1502401	ERX1700654	ERR1630321	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630321/ERR1630321.fastq.gz	normal	beta cell
HP1502401_J11	HP1502401	ERX1700655	ERR1630322	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630322/ERR1630322.fastq.gz	normal	alpha cell
HP1502401_J12	HP1502401	ERX1700656	ERR1630323	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630323/ERR1630323.fastq.gz	normal	beta cell
HP1502401_J14	HP1502401	ERX1700658	ERR1630325	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630325/ERR1630325.fastq.gz	normal	alpha cell
HP1502401_J15	HP1502401	ERX1700659	ERR1630326	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630326/ERR1630326.fastq.gz	normal	ductal cell
HP1502401_J16	HP1502401	ERX1700660	ERR1630327	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630327/ERR1630327.fastq.gz	normal	mast cell
HP1502401_J17	HP1502401	ERX1700661	ERR1630328	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630328/ERR1630328.fastq.gz	normal	ductal cell
HP1502401_J18	HP1502401	ERX1700662	ERR1630329	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630329/ERR1630329.fastq.gz	normal	alpha cell
HP1502401_J19	HP1502401	ERX1700663	ERR1630330	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630330/ERR1630330.fastq.gz	normal	ductal cell
HP1502401_J2	HP1502401	ERX1700664	ERR1630331	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630331/ERR1630331.fastq.gz	normal	acinar cell
HP1502401_J20	HP1502401	ERX1700665	ERR1630332	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630332/ERR1630332.fastq.gz	normal	alpha cell
HP1502401_J21	HP1502401	ERX1700666	ERR1630333	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630333/ERR1630333.fastq.gz	normal	alpha cell
HP1502401_J22	HP1502401	ERX1700667	ERR1630334	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630334/ERR1630334.fastq.gz	normal	beta cell
HP1502401_J23	HP1502401	ERX1700668	ERR1630335	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630335/ERR1630335.fastq.gz	normal	alpha cell
HP1502401_J24	HP1502401	ERX1700669	ERR1630336	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630336/ERR1630336.fastq.gz	normal	ductal cell
HP1502401_J4	HP1502401	ERX1700671	ERR1630338	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630338/ERR1630338.fastq.gz	normal	alpha cell
HP1502401_J6	HP1502401	ERX1700673	ERR1630340	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630340/ERR1630340.fastq.gz	normal	alpha cell
HP1502401_J7	HP1502401	ERX1700674	ERR1630341	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630341/ERR1630341.fastq.gz	normal	mast cell
HP1502401_J8	HP1502401	ERX1700675	ERR1630342	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630342/ERR1630342.fastq.gz	normal	alpha cell
HP1502401_K1	HP1502401	ERX1700677	ERR1630344	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630344/ERR1630344.fastq.gz	normal	alpha cell
HP1502401_K10	HP1502401	ERX1700678	ERR1630345	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630345/ERR1630345.fastq.gz	normal	acinar cell
HP1502401_K11	HP1502401	ERX1700679	ERR1630346	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630346/ERR1630346.fastq.gz	normal	alpha cell
HP1502401_K12	HP1502401	ERX1700680	ERR1630347	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630347/ERR1630347.fastq.gz	normal	acinar cell
HP1502401_K14	HP1502401	ERX1700681	ERR1630348	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630348/ERR1630348.fastq.gz	normal	gamma cell
HP1502401_K15	HP1502401	ERX1700682	ERR1630349	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630349/ERR1630349.fastq.gz	normal	alpha cell
HP1502401_K16	HP1502401	ERX1700683	ERR1630350	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630350/ERR1630350.fastq.gz	normal	alpha cell
HP1502401_K17	HP1502401	ERX1700684	ERR1630351	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630351/ERR1630351.fastq.gz	normal	unclassified endocrine cell
HP1502401_K18	HP1502401	ERX1700685	ERR1630352	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630352/ERR1630352.fastq.gz	normal	unclassified endocrine cell
HP1502401_K19	HP1502401	ERX1700686	ERR1630353	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630353/ERR1630353.fastq.gz	normal	unclassified endocrine cell
HP1502401_K2	HP1502401	ERX1700687	ERR1630354	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630354/ERR1630354.fastq.gz	normal	alpha cell
HP1502401_K20	HP1502401	ERX1700688	ERR1630355	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630355/ERR1630355.fastq.gz	normal	alpha cell
HP1502401_K21	HP1502401	ERX1700689	ERR1630356	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630356/ERR1630356.fastq.gz	normal	alpha cell
HP1502401_K22	HP1502401	ERX1700690	ERR1630357	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630357/ERR1630357.fastq.gz	normal	alpha cell
HP1502401_K23	HP1502401	ERX1700691	ERR1630358	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630358/ERR1630358.fastq.gz	normal	gamma cell
HP1502401_K24	HP1502401	ERX1700692	ERR1630359	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630359/ERR1630359.fastq.gz	normal	gamma cell
HP1502401_K3	HP1502401	ERX1700693	ERR1630360	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630360/ERR1630360.fastq.gz	normal	alpha cell
HP1502401_K4	HP1502401	ERX1700694	ERR1630361	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630361/ERR1630361.fastq.gz	normal	unclassified endocrine cell
HP1502401_K5	HP1502401	ERX1700695	ERR1630362	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630362/ERR1630362.fastq.gz	normal	alpha cell
HP1502401_K6	HP1502401	ERX1700696	ERR1630363	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630363/ERR1630363.fastq.gz	normal	alpha cell
HP1502401_K7	HP1502401	ERX1700697	ERR1630364	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630364/ERR1630364.fastq.gz	normal	unclassified endocrine cell
HP1502401_K9	HP1502401	ERX1700699	ERR1630366	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630366/ERR1630366.fastq.gz	normal	alpha cell
HP1502401_L1	HP1502401	ERX1700700	ERR1630367	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630367/ERR1630367.fastq.gz	normal	alpha cell
HP1502401_L10	HP1502401	ERX1700701	ERR1630368	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630368/ERR1630368.fastq.gz	normal	beta cell
HP1502401_L11	HP1502401	ERX1700702	ERR1630369	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630369/ERR1630369.fastq.gz	normal	alpha cell
HP1502401_L12	HP1502401	ERX1700703	ERR1630370	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630370/ERR1630370.fastq.gz	normal	alpha cell
HP1502401_L13	HP1502401	ERX1700704	ERR1630371	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630371/ERR1630371.fastq.gz	normal	alpha cell
HP1502401_L14	HP1502401	ERX1700705	ERR1630372	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630372/ERR1630372.fastq.gz	normal	gamma cell
HP1502401_L15	HP1502401	ERX1700706	ERR1630373	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630373/ERR1630373.fastq.gz	normal	alpha cell
HP1502401_L16	HP1502401	ERX1700707	ERR1630374	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630374/ERR1630374.fastq.gz	normal	alpha cell
HP1502401_L17	HP1502401	ERX1700708	ERR1630375	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630375/ERR1630375.fastq.gz	normal	alpha cell
HP1502401_L18	HP1502401	ERX1700709	ERR1630376	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630376/ERR1630376.fastq.gz	normal	ductal cell
HP1502401_L2	HP1502401	ERX1700711	ERR1630378	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630378/ERR1630378.fastq.gz	normal	alpha cell
HP1502401_L20	HP1502401	ERX1700712	ERR1630379	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630379/ERR1630379.fastq.gz	normal	alpha cell
HP1502401_L21	HP1502401	ERX1700713	ERR1630380	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630380/ERR1630380.fastq.gz	normal	alpha cell
HP1502401_L22	HP1502401	ERX1700714	ERR1630381	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630381/ERR1630381.fastq.gz	normal	alpha cell
HP1502401_L23	HP1502401	ERX1700715	ERR1630382	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630382/ERR1630382.fastq.gz	normal	alpha cell
HP1502401_L3	HP1502401	ERX1700717	ERR1630384	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630384/ERR1630384.fastq.gz	normal	alpha cell
HP1502401_L4	HP1502401	ERX1700718	ERR1630385	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630385/ERR1630385.fastq.gz	normal	alpha cell
HP1502401_L5	HP1502401	ERX1700719	ERR1630386	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630386/ERR1630386.fastq.gz	normal	ductal cell
HP1502401_L7	HP1502401	ERX1700721	ERR1630388	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630388/ERR1630388.fastq.gz	normal	alpha cell
HP1502401_L9	HP1502401	ERX1700723	ERR1630390	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630390/ERR1630390.fastq.gz	normal	alpha cell
HP1502401_M1	HP1502401	ERX1700724	ERR1630391	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630391/ERR1630391.fastq.gz	normal	alpha cell
HP1502401_M10	HP1502401	ERX1700725	ERR1630392	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630392/ERR1630392.fastq.gz	normal	alpha cell
HP1502401_M11	HP1502401	ERX1700726	ERR1630393	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630393/ERR1630393.fastq.gz	normal	alpha cell
HP1502401_M12	HP1502401	ERX1700727	ERR1630394	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630394/ERR1630394.fastq.gz	normal	beta cell
HP1502401_M14	HP1502401	ERX1700728	ERR1630395	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630395/ERR1630395.fastq.gz	normal	alpha cell
HP1502401_M15	HP1502401	ERX1700729	ERR1630396	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630396/ERR1630396.fastq.gz	normal	alpha cell
HP1502401_M16	HP1502401	ERX1700730	ERR1630397	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630397/ERR1630397.fastq.gz	normal	ductal cell
HP1502401_M17	HP1502401	ERX1700731	ERR1630398	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630398/ERR1630398.fastq.gz	normal	mast cell
HP1502401_M19	HP1502401	ERX1700733	ERR1630400	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630400/ERR1630400.fastq.gz	normal	alpha cell
